numero_dpe;date_derniere_modification_dpe;date_visite_diagnostiqueur;date_etablissement_dpe;date_reception_dpe;date_fin_validite_dpe;numero_dpe_remplace;numero_dpe_immeuble_associe;id_rnb;provenance_id_rnb;numero_rpls_logement;numero_immatriculation_copropriete;modele_dpe;version_dpe;methode_application_dpe;etiquette_dpe;etiquette_ges;classe_altitude;zone_climatique;type_batiment;type_installation_chauffage;type_installation_ecs;hauteur_sous_plafond;nombre_appartement;nombre_niveau_immeuble;nombre_niveau_logement;typologie_logement;appartement_non_visite;surface_habitable_immeuble;surface_habitable_logement;surface_tertiaire_immeuble;classe_inertie_batiment;score_ban;numero_etage_appartement;position_logement_dans_immeuble;nom_residence;complement_adresse_batiment;complement_adresse_logement;indicateur_confort_ete;protection_solaire_exterieure;logement_traversant;presence_brasseur_air;inertie_lourde;isolation_toiture;deperditions_totales_batiment;deperditions_totales_logement;deperditions_enveloppe;deperditions_ponts_thermiques;deperditions_murs;deperditions_planchers_hauts;deperditions_planchers_bas;deperditions_portes;deperditions_baies_vitrees;deperditions_renouvellement_air;qualite_isolation_enveloppe;qualite_isolation_murs;qualite_isolation_plancher_haut_comble_amenage;qualite_isolation_plancher bas;qualite_isolation_menuiseries;ubat_w_par_m2_k;emission_ges_5_usages;emission_ges_5_usages par_m2;emission_ges_chauffage;emission_ges_ecs;emission_ges_refroidissement;emission_ges_eclairage;emission_ges_auxiliaires;type_energie_n1;emission_ges_5_usages_energie_n1;emission_ges_chauffage_energie_n1;emission_ges_ecs_energie_n1;type_energie_n2;emission_ges_5_usages_energie_n2;emission_ges_chauffage_energie_n2;emission_ges_ecs_energie_n2;type_energie_n3;emission_ges_5_usages_energie_n3;emission_ges_chauffage_energie_n3;emission_ges_ecs_energie_n3;type_energie_principale_chauffage;type_generateur_chauffage_principal;type_installation_chauffage_n1;type_emetteur_installation_chauffage_n1;configuration_installation_chauffage_n1;description_installation_chauffage_n1;surface_chauffee_installation_chauffage_n1;type_generateur_n1_installation_n1;type_energie_generateur_n1_installation_n1;usage_generateur_n1_installation_n1;type_generateur_n2_installation_n1;type_energie_generateur_n2_installation_n1;usage_generateur_n2_installation_n1;type_installation_chauffage_n2;type_emetteur_installation_chauffage_n2;configuration_installation_chauffage_n2;description_installation_chauffage_n2;surface_chauffee_installation_chauffage_n2;type_generateur_n1_installation_n2;type_energie_generateur_n1_installation_n2;usage_generateur_n1_installation_n2;type_generateur_n2_installation_n2;type_energie_generateur_n2_installation_n2;usage_generateur_n2_installation_n2;type_energie_principale_ecs;type_generateur_chauffage_principal_ecs;type_installation_ecs_n1;configuration_installation_ecs_n1;description_installation_ecs_n1;nombre_logements_desservis_par_installation_ecs_n1;surface_habitable_desservie_par_installation_ecs_n1;type_installation_solaire_n1;production_ecs_solaire_installation_n1;type_generateur_n1_ecs_n1;type_energie_generateur_n1_ecs_n1;usage_generateur_n1_ecs_n1;description_generateur_n1_ecs_n1;volume_stockage_generateur_n1_ecs_n1;cop_generateur_n1_ecs_n1;type_generateur_n2_ecs_n1;type_energie_generateur_n2_ecs_n1;usage_generateur_n2_ecs_n1;description_generateur_n2_ecs_n1;volume_stockage_generateur_n2_ecs_n1;cop_generateur_n2_ecs_n1;type_ventilation;surface_ventilee;ventilation_posterieure_2012;type_generateur_froid;description_generateur_froid;surface_climatisee;categorie_enr;systeme_production_electricite_origine_renouvelable;presence_production_pv;surface_totale_capteurs_pv;nombre_module;production_electricite_pv_kwhep_par_an;electricite_pv_autoconsommee
2338N4366208Z;18/12/2023;10/12/2023;10/12/2023;18/12/2023;09/12/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;individuel;individuel;2.5;10;1;1;;0;668.1;70.5;;;0.8;;;;;3-Bâtiment D-9-D301;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.63;400.1;5.6;1.7;386;0;2.9;0;Gaz naturel;0;0;0;Électricité;2.9;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0115540U;11/01/2024;10/01/2024;10/01/2024;11/01/2024;09/01/2034;;;;;;;DPE NEUF logement : RE2020;2.3;dpe issu d'une étude energie environement réglementaire RE2020 bâtiment : maison individuelle;B;A;inférieur à 400m;H1c;maison;;;2.8;;1;1;;;;;;;0.95;;;;;;bon;1;0;1;0;1;;;0.3;5.1;3.2;8;22;9.6;9.6;34.1;très bonne;très bonne;moyenne;très bonne;très bonne;0.26;205;2.4;146;42;2;11;4;Électricité;205;146;42;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;8;
2238N2266913V;26/10/2023;26/09/2022;30/09/2022;01/10/2022;29/09/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe appartement généré à partir des données DPE immeuble;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;20;1;;;1;1382.9;71.3;;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1426630G;08/11/2023;19/06/2022;23/06/2022;24/06/2022;22/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;B;;;maison;;;2.5;1;1;1;;0;152;76.7;;;0.79;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.41;562.4;7.3;542.1;0;0;3.2;0;Gaz naturel;0;0;0;Électricité;3.2;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;chauffe-eau thermodynamique;;;;;0;
2338N2193090N;26/10/2023;25/05/2023;28/06/2023;29/06/2023;27/06/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;;;maison;;;2.5;1;1;1;;0;80.8;80.8;;;0.63;;;;;1-202106289-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.27;212.3;2.6;154.9;39.8;0;11.4;1.2;Électricité;17.6;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N2274515G;26/10/2023;13/04/2023;05/07/2023;06/07/2023;04/07/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;135.8;135.8;;;0.81;;;;;1-Villa BUI VAN Chobaut-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.34;231.3;1.7;143.1;84.6;0;19.2;1.1;Électricité;28.2;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2338N0801497S;26/10/2023;05/03/2023;09/03/2023;10/03/2023;08/03/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;119.8;119.8;;;0.41;;;;;1-CADEL NODARI MARGUET Florent Marlene-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.28;185.9;1.5;127.3;44.5;0;17.3;2.7;Électricité;27;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2338N2192479A;26/10/2023;28/06/2023;28/06/2023;29/06/2023;27/06/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;53;1;1;;0;2998.2;55.4;;;0.81;;;;;1-Bâtiment A (53 logements)-48-DPE 2370-48-Logement A606-T2 au R+6;;;;;;;;;;;;;;;;;moyenne;très bonne;;très bonne;bonne;0.69;714.3;12.9;339.3;361.5;0;2.1;0;Gaz naturel;0;0;0;Électricité;2.1;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;panneaux solaires photovoltaïques;;;;;0;
2438N2217280Y;20/06/2024;10/06/2024;19/06/2024;20/06/2024;18/06/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : immeuble;C;C;;;immeuble;;;2.5;15;1;1;;0;1052.1;1052.1;;;0.77;;;;;1-Bâtiment 3-1-LogZone;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.59;13115.5;12.4;7396.1;5524.3;0;160.1;0;Gaz naturel;0;0;0;Électricité;195.1;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N2099949F;25/06/2024;02/06/2024;11/06/2024;12/06/2024;10/06/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;24;1;;;0;1344.9;39.9;;;0.7;0;;;24/IMO/0140;BAT B22 B22-26-T2;;;;;;;853.3;24.9;;;;;;;;;moyenne;très bonne;;bonne;très bonne;0.66;628.6;15;280.1;338.4;0;5.7;4.3;Électricité;628.6;280.1;338.4;Gaz naturel;628.6;280.1;338.4;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0772520D;26/10/2023;23/11/2021;24/11/2021;25/11/2021;23/11/2031;;;;;;;DPE NEUF logement : RE2020;1.1;dpe appartement généré à partir des données DPE immeuble;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;30;1;;T5;1;1973.8;67.2;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2138N0701918R;08/11/2023;15/11/2021;15/11/2021;16/11/2021;14/11/2031;;;;;;;DPE NEUF logement : RT2012;1.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;23;1;1;;0;1568.5;82.8;;;0.68;;;;;;;;;;;;;;;;;;;;;;bonne;moyenne;;très bonne;très bonne;0.56;1007.3;12.1;576.7;586.1;0;3.4;0;Gaz naturel;0;0;0;Électricité;3.4;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1217451X;26/10/2023;29/05/2022;30/05/2022;02/06/2022;29/05/2032;;2238N1211781V;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;88;;6;;1;;41.8;;;0.78;2;;Résidence Sénior;1;216;bon;0;0;0;0;0;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.65;474.4;11.3;88.1;317.8;23.6;24.5;20.5;Gaz naturel;379.1;61.6;317.5;Électricité;95.3;26.5;0.3;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0665872H;26/10/2023;27/10/2021;09/11/2021;10/11/2021;08/11/2031;;;;;;;DPE NEUF logement : RE2020;1.1;dpe maison individuelle;B;A;400-800m;H1c;maison;;;2.5;;;1;;;;101.9;;;0.39;0;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;très bonne;très bonne;très bonne;0.33;255.8;2;183.3;51.9;0;14.9;5.7;Électricité;255.8;183.3;51.9;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2238N1217545N;26/10/2023;29/05/2022;30/05/2022;02/06/2022;29/05/2032;;2238N1211781V;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;88;;6;;1;;41.8;;;0.78;1;;Résidence Sénior;1;108;bon;0;0;0;0;0;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.65;506.2;12.1;119.8;317.8;23.6;24.5;20.5;Gaz naturel;401.3;83.8;317.5;Électricité;104.9;36.1;0.3;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N3638393D;16/10/2024;18/01/2024;15/10/2024;16/10/2024;14/10/2034;2438N0697190Y;;;;;;DPE NEUF logement : RT2012;2.4;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.8;;;3;;1;;66;;;0.96;2;;Bâtiment;;;bon;1;1;0;1;1;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.55;835.2;12.6;417.8;405.2;0;9.8;2.5;Gaz naturel;816.9;412.3;404.6;Électricité;18.3;5.5;0.6;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2708031X;26/10/2023;15/11/2022;15/11/2022;16/11/2022;14/11/2032;2238N2707877Z;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;7;1;1;;0;510.6;70.2;;;0.78;;;;;2-Bâtiment B-7-B0 01;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.44;911.5;12.9;509.4;549.9;0;2.7;0;Gaz naturel;0;0;0;Électricité;2.7;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1217571N;25/06/2024;29/05/2022;30/05/2022;02/06/2022;29/05/2032;;2238N1211781V;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;88;;6;;1;;29;;;0.78;1;;Résidence Sénior;1;106;bon;0;0;0;0;0;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.65;401.2;13.8;83.6;270;16.4;17;14.2;Gaz naturel;328.3;58.5;269.8;Électricité;72.9;25.1;0.2;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N2506947X;26/10/2023;20/06/2022;20/06/2022;25/10/2022;19/06/2032;2238N1402467X;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;12;1;1;;0;798.5;62.8;;;0.52;;;;;3-Allee 3-10-LOT 113;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.37;820.2;13;464.5;481.3;0;2.7;0.1;Gaz naturel;0;0;0;Électricité;2.9;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N3031410O;26/10/2023;05/12/2022;13/12/2022;14/12/2022;12/12/2032;;2238N3031346C;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;A;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;8;1;;;1;627.8;81.5;;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N2372457G;26/10/2023;11/07/2023;11/07/2023;13/07/2023;10/07/2033;;2338N2372440P;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;22;1;1;;0;1362.3;78;;;0.78;;;;;1-Batiment A - L'ALEXANDRIN-14-A22;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.51;897.7;11.5;503.3;380.1;0;3.2;0.2;Gaz naturel;0;0;0;Électricité;3.4;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1313687H;08/11/2023;06/06/2022;06/06/2022;14/06/2022;05/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;15;1;1;;0;1051.7;67.1;;;0.68;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.54;994.8;14.8;418;795.4;0;2.7;0.3;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1462575T;08/11/2023;27/06/2022;27/06/2022;28/06/2022;26/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;A;;;appartement;individuel;individuel;2.5;50;1;1;;0;3206.2;66.5;;;0.74;;;;;;;;;;;;;;;;;;;;;;moyenne;moyenne;;très bonne;très bonne;0.73;238.5;3.5;89.2;182.6;0;2.6;1.5;Réseau de Chauffage urbain;0;0;0;Électricité;4.1;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0268217Z;24/01/2024;03/12/2023;23/01/2024;24/01/2024;22/01/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;400-800m;H1c;maison;;;2.5;;;1;;;;113.9;;;0.95;;;;;;bon;0;1;0;0;1;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.33;247.1;2.1;163;54.2;0;13.7;16.1;Bois – Bûches;104.6;104.6;0;Électricité;142.5;58.4;54.2;;;;;Bois – Bûches;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2238N0010321V;08/11/2023;13/12/2021;03/01/2022;04/01/2022;02/01/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;110.5;110.5;;;0.76;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.29;156.8;1.3;101.4;47.5;0;14.3;1.7;Électricité;21.8;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N2265222U;26/10/2023;29/09/2022;29/09/2022;30/09/2022;28/09/2032;;2238N2265070Y;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;collectif;collectif;2.5;95;1;1;;0;4068.8;44.5;;;0.79;;;;;1-Bâtiment-68-220-R+2-T2;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.63;594.6;13.3;49.3;741.9;0;2;0.3;Gaz naturel;0;0;0;Électricité;2.4;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N2265194S;26/10/2023;29/09/2022;29/09/2022;30/09/2022;28/09/2032;;2238N2265070Y;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;collectif;collectif;2.5;95;1;1;;0;4068.8;44.3;;;0.79;;;;;1-Bâtiment-55-207-R+2-T1;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.63;591.9;13.3;49.1;738.6;0;2;0.3;Gaz naturel;0;0;0;Électricité;2.4;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N0654316W;08/11/2023;29/03/2022;29/03/2022;30/03/2022;28/03/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;A;;;appartement;individuel;individuel;2.5;24;1;1;;0;1580.9;72;;;0.8;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.64;287.8;4;223.3;64.9;0;3.3;1.2;Bois – Plaquettes forestières;0;0;0;Réseau de Chauffage urbain;0;0;0;Électricité;4.5;0;0;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0773539I;26/10/2023;23/11/2021;24/11/2021;25/11/2021;23/11/2031;;;;;;;DPE NEUF logement : RE2020;1.1;dpe appartement généré à partir des données DPE immeuble;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;29;1;;T1;1;1954.2;67.7;;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N1618843B;08/11/2023;03/07/2022;14/07/2022;15/07/2022;13/07/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;individuel;individuel;2.5;10;1;1;;0;611.9;70.4;;;0.32;;;;;2-GH bâtiment A2-6-A206;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.38;122.1;1.7;63.6;50.7;0;3.1;2.9;Bois – Granulés (pellets) ou briquettes;0;0;0;Électricité;6.1;0;0;;;;;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2438N2096437D;12/06/2024;02/06/2024;11/06/2024;12/06/2024;10/06/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;24;1;;;0;1447.2;78.2;;;0.71;0;;;24/IMO/0135;BAT B11 B11-12-T4;;;;;;;912.8;44;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.65;835.9;10;427.7;389.4;0;11.1;7.7;Électricité;835.9;427.7;389.4;Gaz naturel;835.9;427.7;389.4;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N3080724G;26/10/2023;24/11/2022;18/12/2022;19/12/2022;17/12/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;65.8;;;0.68;;;Lotissement la noyeraie;;;moyen;1;0;0;0;1;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.31;184.8;2.8;123;48.7;0;8.4;4.7;Bois – Bûches;103.5;103.5;0;Électricité;81.3;19.5;48.7;;;;;Bois – Bûches;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2138N0648920H;26/10/2023;07/11/2021;07/11/2021;08/11/2021;06/11/2031;;;;;;;DPE NEUF logement : RE2020;1.1;dpe maison individuelle;B;A;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;110.8;;;0.49;0;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.24;268.6;2;203.6;42.8;0.8;16.3;5.1;Bois – Granulés (pellets) ou briquettes;268.6;203.6;42.8;Électricité;268.6;203.6;42.8;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N2465731S;26/10/2023;29/06/2023;29/06/2023;21/07/2023;28/06/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;95;1;1;;0;3916.5;39.5;;;0.66;;;;;1-Ilot Morge 131 logements-59-A409 T2 R+4;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;469.9;11.8;40.4;413.9;0;1.7;0.1;Gaz naturel;0;0;0;Électricité;1.8;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
