numero_dpe;adresse_ban;numero_voie_ban;nom_rue_ban;nom_commune_ban;code_postal_ban;code_insee_ban;code_departement_ban;code_region_ban;identifiant_ban;statut_geocodage;adresse_brut;nom_commune_brut;code_postal_brut
2238N0467905F;Avenue du 19 Mars 1962 38540 Heyrieux;;;Heyrieux;38540;38189;38;84;38189_0463;adresse géocodée ban à l'adresse;avenue du 19 mars 1962;HEYRIEUX;38540
2238N0131432Y;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2238N0757617Z;Rue des Ecoles 38500 La Buisse;;;La Buisse;38500;38061;38;84;38061_0040;adresse géocodée ban à l'adresse;SCCV LA BUISSE ECOLES;;
;;;;;;;;;;;;;
2238N1114113J;Rue de Champoulant 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0036;adresse géocodée ban à l'adresse;de Champoulant;L'ISLE-D'ABEAU;38080
2138N0314755U;1 Chemin du Plan et de la Feyta 38780 Pont-Évêque;1;Chemin du Plan et de la Feyta;Pont-Évêque;38780;38318;38;84;38318_0092_00001;adresse géocodée ban à l'adresse;1 Chemin du Plan et de la Feyta;PONT EVEQUE;38780
2138N0532003M;Rue Olympe de Gouges 38320 Eybens;;1, rue Olympe de Gouges;Eybens;38320;38158;38;84;38158_0182;adresse géocodée ban à l'adresse;1, rue Olympe de Gouges;Eybens;38320
2438N2262953P;Rue Pierre Vincendon 38110 La Tour-du-Pin;;Rue Pierre Vincendon;La Tour-du-Pin;38110;38509;38;84;38509_0750;adresse géocodée ban à l'adresse;Rue Pierre Vincendon;LA TOUR DU PIN;38110
2338N4149720N;2 Rue du Pre du Merle 38640 Claix;2;Rue du Pre du Merle;Claix;38640;38111;38;84;38111_1710_00002;adresse non géocodée ban car aucune correspondance trouvée;Lotissement ROSA - N° 4 2 Allée du Pré du Merle;CLAIX;38640
2238N0438863F;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2138N0559065I;Route de Massié 38490 Les Abrets en Dauphiné;;Route de Massié;Les Abrets en Dauphiné;38490;38001;38;84;38165_0095;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DE MASSIE;FITILIEU;38490
2238N2164905L;17 Avenue de la Falaise 38360 Sassenage;17;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037_00017;adresse non géocodée ban car aucune correspondance trouvée;17, Avenue de la Falaise;SASSENAGE;38360
2338N4094981E;Rue Marx Dormoy 38000 Grenoble;;Rue Marx Dormoy;Grenoble;38000;38185;38;84;38185_4904;adresse non géocodée ban car aucune correspondance trouvée;rue Marx Dormoy;GRENOBLE;38000
2338N4067710H;Chemin de la Pierre du Loup 38840 Saint-Hilaire-du-Rosier;;Chemin de la Pierre du Loup;Saint-Hilaire-du-Rosier;38840;38394;38;84;38394_0670;adresse non géocodée ban car aucune correspondance trouvée;Lieu-dit ''Le Creux'';;
;;;;;;;;;;;;;
2138N0660156L;Impasse Lavoisier 38340 Voreppe;;Impasse Lavoisier;Voreppe;38340;38565;38;84;38565_0303;adresse non géocodée ban car aucune correspondance trouvée;67 Impasse Lavoisier;VOREPPE;38340
2438N1433454U;Rue Aimé Pinel 38230 Pont-de-Chéruy;;Rue Aimé Pinel;Pont-de-Chéruy;38230;38316;38;84;38316_0020;adresse non géocodée ban car aucune correspondance trouvée;28b Rue Aimé Pinel;PONT-DE-CHERUY;38230
2138N0143166F;allée du domaine d'élise 38780 Pont-Évêque;;allée du domaine d'élise;Pont-Évêque;38780;38318;38;84;38318_0032;adresse non géocodée ban car aucune correspondance trouvée;Allée du Domaine d'Élise;PONT EVEQUE;38780
2138N0934587M;Route de Chartreuse 38500 Saint-Cassien;;Route de Chartreuse;Saint-Cassien;38500;38373;38;84;38373_0040;adresse non géocodée ban car aucune correspondance trouvée;Lieu-Dit Le Royer 680 route de Chartreuse;ST CASSIEN;38500
2238N0533682C;Rue des Glières 38760 Varces-Allières-et-Risset;;Rue des Glières;Varces-Allières-et-Risset;38760;38524;38;84;38524_0060;adresse non géocodée ban car aucune correspondance trouvée;ZAC des Coins - La Giraudières;VARCES-ALLIERES-ET-RISSET;38760
2238N2730847L;Rue des Bergeronnettes 38100 Grenoble;;Rue des Bergeronnettes;Grenoble;38100;38185;38;84;38185_0901;adresse non géocodée ban car aucune correspondance trouvée;Rue des bergeronnettes;GRENOBLE;38100
2238N1212397N;Avenue de la Republique 38090 Villefontaine;;;Villefontaine;38090;38553;38;84;38553_0710;adresse géocodée ban à l'adresse;de la Republique;VILLEFONTAINE;38090
2238N0978510W;Rue Aimé Bouchayer 38170 Seyssinet-Pariset;;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170;38485;38;84;38485_0020;adresse géocodée ban à l'adresse;Rue Aimé Bouchayer - Notre Dame des Iles;Seyssinet-Pariset;38170
2238N0149694I;Champ des Chards 38250 Corrençon-en-Vercors;;;Corrençon-en-Vercors;38250;38129;38;84;38129_B011;adresse non géocodée ban car aucune correspondance trouvée;Champs de Chards;CORRENCON-EN-VERCORS;38250
2238N0403429J;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2238N3066819L;Rue de Pierre Montin 38510 Sermérieu;;Rue de Pierre Montin;Sermérieu;38510;38483;38;84;38483_0660;adresse non géocodée ban car aucune correspondance trouvée;18 Rue Pierre Montin;SERMERIEU;38510
2238N0944946Y;210 Rue General de Gaulle 38330 Montbonnot-Saint-Martin;210;Rue General de Gaulle;Montbonnot-Saint-Martin;38330;38249;38;84;38249_0052_00210;adresse géocodée ban à l'adresse;210 Rue General de Gaulle;Montbonnot-Saint-Martin;38330
2138N0040734N;Chemin du Violet 38690 Flachères;;;Flachères;38690;38167;38;84;38167_0425;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Violet;FLACHERES;38690
2138N0755958D;Rue de lâ€™Etissey 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0360;adresse géocodée ban à l'adresse;Rue de l'Etissey;BOURGOIN-JALLIEU;38300
2138N0093080V;Domaine des Eymins 38430 Saint-Jean-de-Moirans;;Domaine des Eymins;Saint-Jean-de-Moirans;38430;38400;38;84;38400_lwu1sd;adresse non géocodée ban car aucune correspondance trouvée;LES CROZES Lotist Le domaine des Eymins - N°8;ST JEAN DE MOIRANS;38430
2238N0754376I;Avenue d'Echirolles 38320 Eybens;;Avenue d'Echirolles;Eybens;38320;38158;38;84;38158_0078;adresse non géocodée ban car aucune correspondance trouvée;41 Avenue d'Echirolles;EYBENS;38320
2238N2852626G;9 Rue Champ Nigat 38760 Varces-Allières-et-Risset;9;Rue Champ Nigat;Varces-Allières-et-Risset;38760;38524;38;84;38524_axz2sp_00009;adresse non géocodée ban car aucune correspondance trouvée;9 rue du champ Nigat;VARCES-ALLIERES-ET-RISSET;38760
2438N0821083B;Rue de la République 38230 Pont-de-Chéruy;;Rue de la République;Pont-de-Chéruy;38230;38316;38;84;38316_0360;adresse non géocodée ban car aucune correspondance trouvée;Rue de la République;PONT-DE-CHERUY;38230
2338N2192461I;15 Chemin du Chapitre 38100 Grenoble;15;Chemin du Chapitre;Grenoble;38100;38185;38;84;38185_1390_00015;adresse non géocodée ban car aucune correspondance trouvée;15 chemin du Chapitre;Grenoble;38100
2238N2664621H;Rue Jean Jaurès 38170 Seyssinet-Pariset;;Rue Jean Jaurès;Seyssinet-Pariset;38170;38485;38;84;38485_0420;adresse non géocodée ban car aucune correspondance trouvée;41 Jean Jaurès;SEYSSINET-PARISET;38170
2238N2485545T;1 Chemin de la Côte Liniére 38500 Saint-Cassien;1;Chemin de la Côte Liniére;Saint-Cassien;38500;38373;38;84;38373_0060_00001;adresse géocodée ban à l'adresse;1 chemin de la Côte Linière;ST CASSIEN;38500
2138N1042952J;Avenue de la Republique 38090 Villefontaine;;Avenue de la Republique;Villefontaine;38090;38553;38;84;38553_0710;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la République;VILLEFONTAINE;38090
2438N1936902E;Rue des Fleurs 38430 Moirans;;Rue des Fleurs;Moirans;38430;38239;38;84;38239_0604;adresse non géocodée ban car aucune correspondance trouvée;25 RUE DES FLEURS;MOIRANS;38239
2238N1087873D;Route des 7 Laux 38190 Les Adrets;;;Les Adrets;38190;38002;38;84;38002_0016;adresse géocodée ban à l'adresse;LES GRANGES DES 7 LAUX;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2338N1906228J;Avenue de la Liberation 38370 Les Roches-de-Condrieu;;Avenue de la Liberation;Les Roches-de-Condrieu;38370;38340;38;84;38340_0300;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Libération;LES ROCHES DE CONDRIEU;38370
2438N2098346O;Avenue Paul Chenguelia 38230 Pont-de-Chéruy;;Avenue Paul Chenguelia;Pont-de-Chéruy;38230;38316;38;84;38316_0085;adresse non géocodée ban car aucune correspondance trouvée;5, Avenue Paul Chenguelia;PONT DE CHERUY, France;38230
2338N1680756J;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2338N4171599A;Route de Lyon 38300 Bourgoin-Jallieu;;Route de Lyon;Bourgoin-Jallieu;38300;38053;38;84;38053_0557;adresse géocodée ban à l'adresse;LE KATTLEYA_BAT B;;
;;;;;;;;;;;;;
2238N0403302M;Avenue Frederic Joliot Curie 38130 Échirolles;;Avenue Frederic Joliot Curie;Échirolles;38130;38151;38;84;38151_0160;adresse non géocodée ban car aucune correspondance trouvée;AVENUE FREDERIC JOLIOT CURIE;ECHIROLLES;38130
2338N3646307M;Avenue Marius Chorot 38430 Moirans;;Avenue Marius Chorot;Moirans;38430;38239;38;84;38239_0240;adresse non géocodée ban car aucune correspondance trouvée;Avenue Marius Chorot - Rue de la Scierie;Moirans;38430
2338N4105250D;143 Route de Grenoble 38420 Le Versoud;143;Route de Grenoble;Le Versoud;38420;38538;38;84;38538_0240_00143;adresse non géocodée ban car aucune correspondance trouvée;143 Route de Grenoble;LE VERSOUD;38420
2238N1426551F;Rue du Jouffrey 38180 Seyssins;;Rue du Jouffrey;Seyssins;38180;38486;38;84;38486_0670;adresse non géocodée ban car aucune correspondance trouvée;Rue du JOUFFREY;SEYSSINS;38180
2238N2830873P;Rue Louis Thomas 38510 Creys-Mépieu;;;Creys-Mépieu;38510;38139;38;84;38139_0850;adresse géocodée ban à l'adresse;Louis Thomas;CREYS-MÉPIEU;38510
2338N2083665W;Rte de St Etienne 38870 Saint-Siméon-de-Bressieux;;Rte de St Etienne;Saint-Siméon-de-Bressieux;38870;38457;38;84;38457_3zzgwk;adresse non géocodée ban car aucune correspondance trouvée;ROUTE DE ST ETIENNE DE ST GEOIRS;SAINT-SIMEON-DE-BRESSIEUX;38870
2338N2192402B;15 Chemin du Chapitre 38100 Grenoble;15;Chemin du Chapitre;Grenoble;38100;38185;38;84;38185_1390_00015;adresse non géocodée ban car aucune correspondance trouvée;15 chemin du Chapitre;Grenoble;38100
2238N1126317T;Rue de Champoulant 38080 L'Isle-d'Abeau;;;L'Isle-d'Abeau;38080;38193;38;84;38193_0036;adresse géocodée ban à l'adresse;de Champoulant;L'ISLE-D'ABEAU;38080
2238N1178256K;Rue du Pre Passin 38510 Sermérieu;;Rue du Pre Passin;Sermérieu;38510;38483;38;84;38483_0761;adresse non géocodée ban car aucune correspondance trouvée;Rue du Pré Passins;SERMERIEU;38510
2238N3118805X;Rue 93 Ème Ram 38750 Huez;;Rue 93 Ème Ram;Huez;38750;38191;38;84;38191_0430;adresse non géocodée ban car aucune correspondance trouvée;Rue du 93ème Ram ALPE D'HUEZ;L ALPE D HUEZ;38750
2338N0336397G;4 Avenue du Docteur Carrier 38160 Saint-Marcellin;4;Avenue du Docteur Carrier;Saint-Marcellin;38160;38416;38;84;38416_0480_00004;adresse non géocodée ban car aucune correspondance trouvée;4 Avenue Docteur Carrier;SAINT-MARCELLIN;38160
2138N0622609I;Rue du Bourg 38800 Champagnier;;Rue du Bourg;Champagnier;38800;38068;38;84;38068_0014;adresse non géocodée ban car aucune correspondance trouvée;Rue du 19 mars 1962;CHAMPAGNIER;38800
2238N0333033V;Avenue Général de Gaulle 38450 Vif;;Avenue Général de Gaulle;Vif;38450;38545;38;84;38545_0143;adresse non géocodée ban car aucune correspondance trouvée;49 Avenue Général de Gaulle;VIF;38450
2238N1619264G;Rue de la Cotinière 38920 Crolles;;Rue de la Cotinière;Crolles;38920;38140;38;84;38140_0208;adresse non géocodée ban car aucune correspondance trouvée;Eco quartier - secteur 2 - ilot 1a et 1b;Crolles;38920
2338N3202324F;Avenue de Verdun 38240 Meylan;;Avenue de Verdun;Meylan;38240;38229;38;84;38229_0790;adresse non géocodée ban car aucune correspondance trouvée;Avenue de Verdun;MEYLAN;38240
2238N2810020O;Rue Charles Piot 38320 Eybens;;Rue Charles Piot;Eybens;38320;38158;38;84;38158_0050;adresse non géocodée ban car aucune correspondance trouvée;Rue Charles Piot;EYBENS;38320
2138N0923687G;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2138N0066738R;Route de Torchefelon 38690 Biol;;Route de Torchefelon;Biol;38690;38044;38;84;38044_0665;adresse non géocodée ban car aucune correspondance trouvée;Route de Torchefelon Lieu dit Brunière - Lot A;Biol;38690
2338N2559870L;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2138N0923626X;Pierre Louve 38080 L'Isle-d'Abeau;;Avenue d'Alicante;L'Isle-d'Abeau;38080;38193;38;84;38193_B038;adresse géocodée ban à l'adresse;Avenue d'Alicante;L'Isle-d'Abeau;38080
2338N1681348D;Avenue de Claix 38180 Seyssins;;Avenue de Claix;Seyssins;38180;38486;38;84;38486_0350;adresse géocodée ban à l'adresse;Résidence Terre Blanche,;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
2438N0287508Y;Route de Valencin 38540 Saint-Just-Chaleyssin;;Route de Valencin;Saint-Just-Chaleyssin;38540;38408;38;84;38408_1520;adresse non géocodée ban car aucune correspondance trouvée;Route de Valencin, Saint-Just-Chaleyssin;SAINT-JUST-CHALEYSSIN;38540
2238N1554316G;Chemin du Moulin 38260 Porte-des-Bonnevaux;;Chemin du Moulin;Porte-des-Bonnevaux;38260;38479;38;84;38121_0035;adresse non géocodée ban car aucune correspondance trouvée;Chemin du Moulin;PORTE-DES BONNEVAUX;38260
2238N0439062W;Avenue Charles de Gaulle 38800 Le Pont-de-Claix;;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800;38317;38;84;38317_0175;adresse géocodée ban à l'adresse;Avenue Charles de Gaulle / Rue de la Paix;Le Pont-de-Claix;38800
2238N1070453D;20 Rue Monge 38100 Grenoble;20;Rue Monge;Grenoble;38100;38185;38;84;38185_5090_00020;adresse non géocodée ban car aucune correspondance trouvée;20 Rue Monge;GRENOBLE;38100
2238N0758363R;Route de la Chapelle 38150 Roussillon;;;Roussillon;38150;38344;38;84;38344_0220;adresse géocodée ban à l'adresse;Route de la Chapelle;ROUSSILLON;38150
2438N0323469B;Lotissement le Clos Chambaran 38870 Saint-Siméon-de-Bressieux;;Lotissement le Clos Chambaran;Saint-Siméon-de-Bressieux;38870;38457;38;84;38457_l0b96r;adresse non géocodée ban car aucune correspondance trouvée;Rue du Grand Champ - Lot n°4 - Le Clos Chambaran;SAINT-SIMEON-DE-BRESSIEUX;38870
2138N0756036D;Rue de lâ€™Etissey 38300 Bourgoin-Jallieu;;;Bourgoin-Jallieu;38300;38053;38;84;38053_0360;adresse géocodée ban à l'adresse;Rue de l'Etissey;BOURGOIN-JALLIEU;38300
2338N4368975K;38 Avenue du Grésivaudan 38700 Corenc;38;Avenue du Grésivaudan;Corenc;38700;38126;38;84;38126_0236_00038;adresse non géocodée ban car aucune correspondance trouvée;38 Avenue du Grésivaudan;Corenc;38700
2238N1599578C;Chemin de la Chapelle 38460 Chamagnieu;;;Chamagnieu;38460;38067;38;84;38067_0200;adresse géocodée ban à l'adresse;BAT B;;
;;;;;;;;;;;;;
2338N2605981Y;Allée des Roses 38410 Saint-Martin-d'Uriage;;Allée des Roses;Saint-Martin-d'Uriage;38410;38422;38;84;38422_0391;adresse non géocodée ban car aucune correspondance trouvée;N° 36, 40 et 80 Allée des Roses;SAINT-MARTIN-D'URIAGE;38410
2438N1112161J;Rue Thiers 38800 Le Pont-de-Claix;;Rue Thiers;Le Pont-de-Claix;38800;38317;38;84;38317_0480;adresse non géocodée ban car aucune correspondance trouvée;ZAC Les Minotiers;PONT DE CLAIX;38800
2438N0282246O;389 Impasse Jacques Brel 38920 Crolles;389;Impasse Jacques Brel;Crolles;38920;38140;38;84;38140_0292_00389;adresse non géocodée ban car aucune correspondance trouvée;389, RUE JACQUES BREL;CROLLES;38920
2338N2564923U;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2338N2372449Y;Route de Lyon 38140 Apprieu;;Route de Lyon;Apprieu;38140;38013;38;84;38013_0729;adresse non géocodée ban car aucune correspondance trouvée;Route de Lyon;APPRIEU;38140
2338N2102942H;15 Chemin du Prieuré 38230 Tignieu-Jameyzieu;15;Chemin du Prieuré;Tignieu-Jameyzieu;38230;38507;38;84;38507_1930_00015;adresse non géocodée ban car aucune correspondance trouvée;15 CHEMIN DU PRIEURE;TIGNIEU-JAMEYZIEU;38230
2338N2560504V;16 Rue de la République 38360 Sassenage;16;Rue de la République;Sassenage;38360;38474;38;84;38474_0160_00016;adresse non géocodée ban car aucune correspondance trouvée;16 rue de la République;SASSENAGE;38360
2238N0996124I;Rue du Bourg 38800 Champagnier;;Rue du Bourg;Champagnier;38800;38068;38;84;38068_0014;adresse non géocodée ban car aucune correspondance trouvée;Rue du 19 mars 1962;CHAMPAGNIER;38800
2438N1507671H;Impasse des Pointes 38490 Les Abrets en Dauphiné;;Impasse des Pointes;Les Abrets en Dauphiné;38490;38001;38;84;38001_0354;adresse non géocodée ban car aucune correspondance trouvée;Lieu dit ''Les Pointes'';LES ABRETS;38490
2338N4117925Q;Chemin de Craponoz 38190 Bernin;;Chemin de Craponoz;Bernin;38190;38039;38;84;38039_0100;adresse non géocodée ban car aucune correspondance trouvée;Chemin de Craponoz;BERNIN;38190
2438N1696689F;Montée du Rochet 38122 Cour-et-Buis;;Montée du Rochet;Cour-et-Buis;38122;38134;38;84;38134_1330;adresse non géocodée ban car aucune correspondance trouvée;MONTEE DE LA CHEVATIERE;COUR ET BUIS;38122
2438N1022363P;Rue Jean Jacques ROUSSEAU 38490 Saint-André-le-Gaz;;Rue Jean Jacques ROUSSEAU;Saint-André-le-Gaz;38490;38357;38;84;38357_0200;adresse non géocodée ban car aucune correspondance trouvée;RUE JEAN-JACQUES ROUSSEAU;SAINT-ANDRE-LE-GAZ;38490
2238N0968200I;Rue Aimé Requet 38000 Grenoble;;Rue Aimé Requet;Grenoble;38000;38185;38;84;38185_0167;adresse non géocodée ban car aucune correspondance trouvée;Rue Aimé REQUET - Le PENINSULA;Grenoble;38000
2438N1277396O;2 rue du moucherotte 38120 Saint-Égrève;2;rue du moucherotte;Saint-Égrève;38120;38382;38;84;38382_0390_00002;adresse non géocodée ban car aucune correspondance trouvée;2 rue Lucie et Paulette Roche;SAINT-EGREVE;38120
2238N0543102K;Boulevard Jules Ferry 38190 Villard-Bonnot;;Boulevard Jules Ferry;Villard-Bonnot;38190;38547;38;84;38547_0310;adresse non géocodée ban car aucune correspondance trouvée;BD JULES FERRY;VILLARD BONNOT;38190
2338N1844181Y;Boulevard Michel Perret 38210 Tullins;;Boulevard Michel Perret;Tullins;38210;38517;38;84;38517_0405;adresse non géocodée ban car aucune correspondance trouvée;boulevard Michel Perret;TULLINS;38210
2338N0884822N;47 Boulevard du Guillon 38500 Voiron;47;Boulevard du Guillon;Voiron;38500;38563;38;84;38563_0740_00047;adresse non géocodée ban car aucune correspondance trouvée;35 et 47 Boulevard du Guillon;Voiron;38500
2238N0131428U;Avenue de la Falaise 38360 Sassenage;;Avenue de la Falaise;Sassenage;38360;38474;38;84;38474_0037;adresse non géocodée ban car aucune correspondance trouvée;Avenue de la Falaise;SASSENAGE;38360
2238N0333042E;Avenue Général de Gaulle 38450 Vif;;Avenue Général de Gaulle;Vif;38450;38545;38;84;38545_0143;adresse non géocodée ban car aucune correspondance trouvée;49 Avenue Général de Gaulle;VIF;38450
2438N2152764O;Avenue du Granier 38240 Meylan;;Avenue du Granier;Meylan;38240;38229;38;84;38229_0383;adresse non géocodée ban car aucune correspondance trouvée;AVENUE DU GRANIER;MEYLAN;38240
